Reference;Type;Clast size (mm);Slope (tan);Clast size ();Slope (deg)
Yang2016;Beach;0,45;0,074;1,164;4,26
Yang2016;Beach;0,45;0,073;1,138;4,18
Yang2016;Beach;0,48;0,065;1,061;3,7
Yang2016;Beach;0,48;0,065;1,056;3,7
Yang2016;Beach;0,47;0,074;1,076;4,24
Yang2016;Beach;0,42;0,082;1,242;4,69
Yang2016;Beach;0,42;0,082;1,257;4,69
Yang2016;Beach;0,4;0,1;1,337;5,7
Yang2016;Beach;0,39;0,105;1,342;5,98
Yang2016;Beach;0,4;0,132;1,324;7,54
Yang2016;Beach;0,41;0,114;1,296;6,51
Yang2016;Beach;0,41;0,116;1,271;6,62
Yang2016;Beach;0,43;0,134;1,227;7,61
Yang2016;Beach;0,44;0,093;1,177;5,34
Yang2016;Beach;0,44;0,1;1,19;5,73
Yang2016;Beach;0,45;0,107;1,151;6,13
Yang2016;Beach;0,45;0,113;1,158;6,46
Yang2016;Beach;0,44;0,114;1,19;6,51
Yang2016;Beach;0,44;0,118;1,182;6,76
Yang2016;Beach;0,51;0,074;0,964;4,21
Yang2016;Beach;0,52;0,079;0,932;4,51
Yang2016;Beach;0,54;0,081;0,883;4,61
Yang2016;Beach;0,55;0,087;0,873;4,99
Yang2016;Beach;0,52;0,091;0,944;5,21
Yang2016;Beach;0,53;0,1;0,916;5,74
Yang2016;Beach;0,5;0,102;1,001;5,85
Yang2016;Beach;0,49;0,101;1,039;5,77
Yang2016;Beach;0,57;0,116;0,8;6,63
Yang2016;Beach;0,53;0,115;0,922;6,56
Yang2016;Beach;0,59;0,133;0,771;7,58
Yang2016;Beach;0,53;0,123;0,927;7,02
Yang2016;Beach;0,53;0,131;0,91;7,45
Yang2016;Beach;0,51;0,128;0,975;7,27
Yang2016;Beach;0,49;0,125;1,017;7,14
Yang2016;Beach;0,49;0,121;1,029;6,89
Yang2016;Beach;0,49;0,12;1,032;6,84
Yang2016;Beach;0,47;0,122;1,089;6,96
Yang2016;Beach;0,46;0,125;1,135;7,14
Yang2016;Beach;0,46;0,128;1,135;7,28
Yang2016;Beach;0,47;0,13;1,098;7,42
Yang2016;Beach;0,48;0,128;1,067;7,3
Yang2016;Beach;0,49;0,139;1,042;7,92
Yang2016;Beach;0,47;0,141;1,08;8,01
Yang2016;Beach;0,47;0,141;1,084;8,04
Yang2016;Beach;0,49;0,135;1,017;7,68
Yang2016;Beach;0,5;0,135;1,008;7,66
Yang2016;Beach;0,5;0,135;0,988;7,66
Yang2016;Beach;0,49;0,145;1,026;8,24
Yang2016;Beach;0,51;0,15;0,969;8,53
Yang2016;Beach;0,52;0,155;0,953;8,79
Yang2016;Beach;0,53;0,154;0,927;8,76
Yang2016;Beach;0,54;0,158;0,886;8,99
Yang2016;Beach;0,55;0,158;0,859;8,99
Yang2016;Beach;0,57;0,155;0,811;8,79
Yang2016;Beach;0,57;0,144;0,801;8,21
Yang2016;Beach;0,51;0,17;0,972;9,62
Kirk1980;Beach;2,6;0,09;-1,379;5,14
Kirk1980;Beach;9,2;0,14;-3,202;7,97
Carr1969;Beach;39,1;0,182;-5,289;10,32
Carr1969;Beach;37,6;0,176;-5,233;9,97
Carr1969;Beach;33,9;0,174;-5,083;9,85
Carr1969;Beach;29,7;0,172;-4,892;9,76
Carr1969;Beach;25,6;0,177;-4,678;10,02
Carr1969;Beach;26,5;0,158;-4,728;8,96
Carr1969;Beach;23,8;0,167;-4,573;9,45
Carr1969;Beach;20,5;0,165;-4,358;9,34
Carr1969;Beach;19,1;0,163;-4,256;9,24
Carr1969;Beach;17,3;0,145;-4,113;8,27
Carr1969;Beach;16;0,161;-4;9,14
Carr1969;Beach;16,7;0,16;-4,062;9,06
Carr1969;Beach;14,5;0,151;-3,858;8,57
Carr1969;Beach;11,1;0,122;-3,472;6,96
Carr1969;Beach;13,2;0,132;-3,722;7,51
Carr1969;Beach;7,1;0,15;-2,828;8,55
Carr1969;Beach;8,9;0,118;-3,154;6,72
Dubois1972;Beach;0,36;0,177;1,469;10,02
Dubois1972;Beach;0,36;0,141;1,475;8,02
Dubois1972;Beach;0,35;0,176;1,5;10
Dubois1972;Beach;0,34;0,176;1,548;10
Dubois1972;Beach;0,34;0,141;1,547;8,02
Dubois1972;Beach;0,31;0,129;1,67;7,34
Dubois1972;Beach;0,32;0,141;1,63;8
Dubois1972;Beach;0,33;0,159;1,608;9,02
Dubois1972;Beach;0,31;0,15;1,681;8,51
Dubois1972;Beach;0,31;0,156;1,678;8,85
Dubois1972;Beach;0,31;0,16;1,699;9,06
Dubois1972;Beach;0,3;0,15;1,74;8,52
Dubois1972;Beach;0,31;0,176;1,671;10
Dubois1972;Beach;0,32;0,176;1,66;9,96
Dubois1972;Beach;0,32;0,186;1,631;10,51
Dubois1972;Beach;0,33;0,186;1,618;10,53
Dubois1972;Beach;0,33;0,194;1,598;11
Dubois1972;Beach;0,33;0,195;1,619;11,02
Dubois1972;Beach;0,32;0,195;1,65;11,02
Dubois1972;Beach;0,27;0,15;1,902;8,54
Dubois1972;Beach;0,29;0,176;1,773;9,99
Dubois1972;Beach;0,3;0,176;1,761;9,99
Dubois1972;Beach;0,29;0,191;1,78;10,79
Dubois1972;Beach;0,29;0,185;1,809;10,5
Dubois1972;Beach;0,27;0,182;1,892;10,3
Dubois1972;Beach;0,28;0,185;1,861;10,46
Dubois1972;Beach;0,28;0,185;1,861;10,48
Dubois1972;Beach;0,27;0,195;1,87;11,05
Dubois1972;Beach;0,28;0,2;1,827;11,32
Dubois1972;Beach;0,26;0,218;1,942;12,32
Dubois1972;Beach;0,25;0,213;2,012;12,05
Dubois1972;Beach;0,23;0,213;2,131;12,01
Dubois1972;Beach;0,2;0,232;2,353;13,06
Dubois1972;Beach;0,17;0,213;2,534;12,04
Sammut2017;Beach;49,32;0,207;-5,624;11,72
Sammut2017;Beach;46,22;0,199;-5,53;11,24
Sammut2017;Beach;46,31;0,193;-5,533;10,95
Sammut2017;Beach;45,42;0,148;-5,505;8,4
Sammut2017;Beach;38,83;0,151;-5,279;8,6
Sammut2017;Beach;53,7;0,123;-5,747;7
Sammut2017;Beach;40,79;0,156;-5,35;8,89
Sammut2017;Beach;32,65;0,119;-5,029;6,78
Sammut2017;Beach;37,75;0,141;-5,238;8,01
Sammut2017;Beach;26,41;0,069;-4,723;3,96
Sammut2017;Beach;24,16;0,056;-4,595;3,22
Sammut2017;Beach;27,26;0,062;-4,769;3,52
Xia2011;Beach;9,4;0,085;-3,233;4,86
Xia2011;Beach;11,2;0,09;-3,485;5,14
Matila1988;Beach;10;0,397;-3,322;21,64
Matila1988;Beach;10;0,33;-3,322;18,28
Matila1988;Beach;17;0,281;-4,087;15,68
Matila1988;Beach;33,8;0,488;-5,079;26,01
Ruggiero1998;Beach;0,18;0,02;2,474;1,15
Ruggiero1998;Beach;0,5;0,1;1;5,71
Ruggiero1998;Beach;0,26;0,03;1,943;1,72
Ruggiero1999;Beach;0,11;0,014;3,132;0,81
Ruggiero1999;Beach;0,12;0,013;3,073;0,74
Ruggiero1999;Beach;0,13;0,011;2,998;0,66
Ruggiero1999;Beach;0,13;0,013;2,893;0,74
Ruggiero1999;Beach;0,14;0,016;2,826;0,92
Ruggiero1999;Beach;0,14;0,014;2,876;0,81
Ruggiero1999;Beach;0,13;0,014;2,927;0,78
Ruggiero1999;Beach;0,15;0,013;2,779;0,74
Ruggiero1999;Beach;0,13;0,013;2,98;0,74
Ruggiero1999;Beach;0,15;0,015;2,779;0,85
Ruggiero1999;Beach;0,17;0,013;2,548;0,75
Ruggiero1999;Beach;0,28;0,024;1,852;1,36
Ruggiero1999;Beach;0,41;0,042;1,304;2,41
Ruggiero1999;Beach;0,22;0,043;2,153;2,47
Ruggiero1999;Beach;0,23;0,025;2,094;1,44
Ruggiero1999;Beach;0,18;0,054;2,482;3,08
Ruggiero1999;Beach;0,2;0,025;2,326;1,43
Ruggiero1999;Beach;0,17;0,017;2,534;0,98
Ruggiero1999;Beach;0,14;0,015;2,794;0,87
Ruggiero1999;Beach;0,15;0,014;2,732;0,79
Ruggiero1999;Beach;0,17;0,041;2,588;2,36
Ruggiero1999;Beach;0,16;0,039;2,616;2,25
Ruggiero1999;Beach;0,16;0,037;2,616;2,12
Ruggiero1999;Beach;0,16;0,028;2,63;1,62
Ruggiero1999;Beach;0,17;0,018;2,548;1,03
Ruggiero1999;Beach;0,18;0,021;2,495;1,21
Ruggiero1999;Beach;0,17;0,022;2,521;1,27
Ruggiero1999;Beach;0,19;0,019;2,432;1,09
Ruggiero1999;Beach;0,19;0,02;2,372;1,14
Ruggiero1999;Beach;0,17;0,018;2,521;1,03
Ruggiero1999;Beach;0,2;0,019;2,337;1,08
Ruggiero1999;Beach;0,18;0,019;2,457;1,1
Ruggiero1999;Beach;0,22;0,019;2,153;1,09
Ruggiero1999;Beach;0,22;0,02;2,174;1,16
Ruggiero1999;Beach;0,2;0,02;2,349;1,16
Ruggiero1999;Beach;0,19;0,017;2,396;0,98
Ruggiero1999;Beach;0,21;0,025;2,259;1,43
Ruggiero1999;Beach;0,19;0,034;2,384;1,95
Ruggiero1999;Beach;0,18;0,025;2,508;1,45
Ruggiero1999;Beach;0,15;0,028;2,702;1,61
Ruggiero1999;Beach;0,16;0,022;2,644;1,28
Ruggiero1999;Beach;0,15;0,018;2,732;1,04
Ruggiero1999;Beach;0,13;0,012;2,91;0,69
Ruggiero1999;Beach;0,85;0,063;0,229;3,6
Bascom1951;Beach;0,82;0,2;0,288;11,31
Bascom1951;Beach;0,8;0,18;0,327;10,2
Bascom1951;Beach;0,71;0,131;0,498;7,46
Bascom1951;Beach;0,62;0,141;0,69;8,03
Bascom1951;Beach;0,56;0,14;0,839;7,97
Bascom1951;Beach;0,65;0,123;0,621;7,01
Bascom1951;Beach;0,61;0,114;0,713;6,5
Bascom1951;Beach;0,52;0,116;0,941;6,62
Bascom1951;Beach;0,53;0,089;0,916;5,09
Bascom1951;Beach;0,46;0,082;1,123;4,69
Bascom1951;Beach;0,38;0,081;1,392;4,64
Bascom1951;Beach;0,35;0,077;1,515;4,4
Bascom1951;Beach;0,46;0,064;1,123;3,66
Bascom1951;Beach;0,35;0,043;1,531;2,46
Bascom1951;Beach;0,31;0,042;1,676;2,42
Bascom1951;Beach;0,28;0,043;1,816;2,43
Bascom1951;Beach;0,19;0,034;2,373;1,92
Bascom1951;Beach;0,3;0,028;1,751;1,63
Bascom1951;Beach;0,25;0,029;1,994;1,63
Bascom1951;Beach;0,28;0,025;1,857;1,43
Bascom1951;Beach;0,22;0,025;2,158;1,43
Bascom1951;Beach;0,27;0,022;1,905;1,27
Bascom1951;Beach;0,17;0,025;2,582;1,41
Bascom1951;Beach;0,23;0,02;2,133;1,15
Bascom1951;Beach;0,23;0,016;2,12;0,89
Bascom1951;Beach;0,21;0,014;2,272;0,83
Bascom1951;Beach;0,2;0,012;2,3;0,7
Bascom1951;Beach;0,18;0,012;2,442;0,7
Bascom1951;Beach;0,19;0,011;2,419;0,64
Bascom1951;Beach;0,17;0,011;2,582;0,64
Poate2009;Beach;0,35;0,012;1,515;0,69
Poate2009;Beach;0,38;0,015;1,396;0,86
Poate2009;Beach;0,25;0,013;2;0,74
Jackson2005;Beach;0,14;0,014;2,837;0,8
Jackson2005;Beach;0,18;0,022;2,474;1,25
Jackson2005;Beach;0,21;0,02;2,252;1,16
Jackson2005;Beach;0,14;0,013;2,837;0,77
Jackson2005;Beach;0,23;0,045;2,12;2,55
Jackson2005;Beach;0,19;0,038;2,396;2,15
Jackson2005;Beach;0,16;0,019;2,671;1,11
Jackson2005;Beach;0,17;0,021;2,591;1,23
Jackson2005;Beach;0,16;0,025;2,671;1,41
Jackson2005;Beach;0,19;0,032;2,427;1,83
Jackson2005;Beach;0,2;0,035;2,344;2,02
Jackson2005;Beach;0,28;0,033;1,837;1,88
Jackson2005;Beach;0,23;0,035;2,127;2
Jackson2005;Beach;0,63;0,082;0,657;4,7
Jackson2005;Beach;0,4;0,104;1,333;5,92
Jackson2005;Beach;0,17;0,034;2,565;1,95
Jackson2005;Beach;0,22;0,064;2,198;3,66
Jackson2005;Beach;0,25;0,052;2,012;2,99
Jackson2005;Beach;0,14;0,018;2,826;1,05
Jackson2005;Beach;0,17;0,028;2,556;1,6
Jackson2005;Beach;0,29;0,034;1,806;1,93
Jackson2005;Beach;0,14;0,009;2,868;0,5
Jackson2005;Beach;0,15;0,01;2,737;0,54
Jackson2005;Beach;0,23;0,051;2,102;2,93
Jackson2005;Beach;0,21;0,016;2,224;0,92
Zentner2009;Ridge;181;0,32;-7,5;17,74
Zentner2009;Ridge;171;0,36;-7,418;19,8
Zentner2009;Ridge;173;0,45;-7,435;24,23
Zentner2009;Ridge;199;0,4;-7,637;21,8
Zentner2009;Ridge;207;0,28;-7,693;15,64
Zentner2009;Ridge;189;0,16;-7,562;9,09
Zentner2009;Ridge;137;0,32;-7,098;17,74
Zentner2009;Ridge;100;0,23;-6,644;12,95
Zentner2009;Ridge;299;0,47;-8,224;25,17
Zentner2009;Ridge;234;0,21;-7,87;11,86
Zentner2009;Ridge;307;0,47;-8,262;25,17
Zentner2009;Ridge;229;0,44;-7,839;23,75
Zentner2009;Ridge;199;0,27;-7,637;15,11
Zentner2009;Ridge;77;0,47;-6,267;25,17
Zentner2009;Ridge;83;0,42;-6,375;22,78
Zentner2009;Ridge;100;0,23;-6,644;12,95
Zentner2009;Ridge;132;0,45;-7,044;24,23
Zentner2009;Ridge;87;0,31;-6,443;17,22
Zentner2009;Ridge;184;0,29;-7,524;16,17
Zentner2009;Ridge;168;0,21;-7,392;11,86
Zentner2009;Ridge;283;0,16;-8,145;9,09
Zentner2009;Ridge;258;0,15;-8,011;8,53
Zentner2009;Ridge;189;0,31;-7,562;17,22
Zentner2009;Ridge;192;0,36;-7,585;19,8
Jahn2014;Beach;167;0,17;-7,384;9,65
Jahn2014;Beach;127;0,16;-6,989;9,09
Jahn2014;Beach;269;0,25;-8,071;14,04
Jahn2014;Ridge;43;0,16;-5,426;9,09
Jahn2014;Ridge;38;0,11;-5,248;6,28
Jahn2014;Ridge;51;0,08;-5,672;4,57
Jahn2014;Ridge;307;0,45;-8,262;24,23
Jahn2014;Ridge;145;0,31;-7,18;17,22
Jahn2014;Ridge;112;0,11;-6,807;6,28
Jahn2014;Ridge;240;0,23;-7,907;12,95
Jahn2014;Ridge;305;0,33;-8,253;18,26
Jahn2014;Ridge;136;0,13;-7,087;7,41
Jahn2014;Ridge;52;0,52;-5,7;27,47
Jahn2014;Ridge;41;0,19;-5,358;10,76
Jahn2014;Ridge;283;0,45;-8,145;24,23
Jahn2014;Ridge;251;0,47;-7,972;25,17
Jahn2014;Ridge;153;0,38;-7,257;20,81
Jahn2014;Ridge;45;0,26;-5,492;14,57
Jahn2014;Ridge;57;0,38;-5,833;20,81
Jahn2014;Ridge;140;0,2;-7,129;11,31
Jahn2014;Ridge;222;0,23;-7,794;12,95
Jahn2014;Ridge;144;0,36;-7,17;19,8
Jahn2014;Ridge;158;0,27;-7,304;15,11
Jahn2014;Ridge;102;0,19;-6,672;10,76
Jahn2014;Ridge;74;0,29;-6,209;16,17
Jahn2014;Ridge;72;0,27;-6,17;15,11
Jahn2014;Ridge;70;0,25;-6,129;14,04
Jahn2014;Ridge;72;0,21;-6,17;11,86
Abdollahi-Nasab2014;Beach;5,5;0,092;-2,459;5,24
Abdollahi-Nasab2014;Beach;6,8;0,116;-2,766;6,62
Oak1981;Beach;481,7;0,145;-8,912;8,25
Oak1981;Beach;730,63;0,126;-9,513;7,17
Oak1981;Beach;290,02;0,174;-8,18;9,87
Oak1981;Beach;401,43;0,103;-8,649;5,89
Oak1981;Beach;770,15;0,12;-9,589;6,87
Oak1981;Beach;509,88;0,149;-8,994;8,49
Oak1981;Beach;509,88;0,175;-8,994;9,95
Oak1981;Beach;239,02;0,167;-7,901;9,46
Oak1981;Beach;479,04;0,183;-8,904;10,4
Oak1981;Beach;570,07;0,137;-9,155;7,8
Oak1981;Beach;538,57;0,131;-9,073;7,45
Oak1981;Beach;450,07;0,208;-8,814;11,77
Oak1981;Beach;210,4;0,206;-7,717;11,65
Oak1981;Beach;360,79;0,15;-8,495;8,55
Oak1981;Beach;578,43;0,152;-9,176;8,62
U.S.ArmyEngineerWaterways1984;Beach;0,07;0,011;3,855;0,65
U.S.ArmyEngineerWaterways1984;Beach;0,09;0,011;3,507;0,64
U.S.ArmyEngineerWaterways1984;Beach;0,09;0,014;3,506;0,82
U.S.ArmyEngineerWaterways1984;Beach;0,12;0,028;3,103;1,59
U.S.ArmyEngineerWaterways1984;Beach;0,16;0,015;2,63;0,86
U.S.ArmyEngineerWaterways1984;Beach;0,17;0,026;2,558;1,47
U.S.ArmyEngineerWaterways1984;Beach;0,18;0,046;2,504;2,64
U.S.ArmyEngineerWaterways1984;Beach;0,16;0,055;2,685;3,14
U.S.ArmyEngineerWaterways1984;Beach;0,17;0,073;2,54;4,16
U.S.ArmyEngineerWaterways1984;Beach;0,19;0,008;2,402;0,46
U.S.ArmyEngineerWaterways1984;Beach;0,18;0,014;2,465;0,82
U.S.ArmyEngineerWaterways1984;Beach;0,19;0,024;2,425;1,39
U.S.ArmyEngineerWaterways1984;Beach;0,18;0,035;2,454;2,03
U.S.ArmyEngineerWaterways1984;Beach;0,2;0,01;2,322;0,57
U.S.ArmyEngineerWaterways1984;Beach;0,2;0,015;2,35;0,85
U.S.ArmyEngineerWaterways1984;Beach;0,2;0,024;2,349;1,38
U.S.ArmyEngineerWaterways1984;Beach;0,2;0,038;2,353;2,2
U.S.ArmyEngineerWaterways1984;Beach;0,21;0,02;2,23;1,13
U.S.ArmyEngineerWaterways1984;Beach;0,22;0,013;2,205;0,74
U.S.ArmyEngineerWaterways1984;Beach;0,23;0,013;2,139;0,73
U.S.ArmyEngineerWaterways1984;Beach;0,23;0,02;2,143;1,12
U.S.ArmyEngineerWaterways1984;Beach;0,23;0,018;2,119;1,05
U.S.ArmyEngineerWaterways1984;Beach;0,23;0,026;2,115;1,48
U.S.ArmyEngineerWaterways1984;Beach;0,24;0,033;2,08;1,9
U.S.ArmyEngineerWaterways1984;Beach;0,22;0,038;2,167;2,16
U.S.ArmyEngineerWaterways1984;Beach;0,21;0,044;2,268;2,52
U.S.ArmyEngineerWaterways1984;Beach;0,21;0,053;2,272;3,01
U.S.ArmyEngineerWaterways1984;Beach;0,21;0,06;2,276;3,44
U.S.ArmyEngineerWaterways1984;Beach;0,2;0,058;2,343;3,3
U.S.ArmyEngineerWaterways1984;Beach;0,2;0,069;2,338;3,94
U.S.ArmyEngineerWaterways1984;Beach;0,21;0,089;2,27;5,07
U.S.ArmyEngineerWaterways1984;Beach;0,22;0,081;2,206;4,64
U.S.ArmyEngineerWaterways1984;Beach;0,22;0,067;2,198;3,86
U.S.ArmyEngineerWaterways1984;Beach;0,23;0,067;2,149;3,82
U.S.ArmyEngineerWaterways1984;Beach;0,23;0,047;2,13;2,69
U.S.ArmyEngineerWaterways1984;Beach;0,23;0,058;2,11;3,32
U.S.ArmyEngineerWaterways1984;Beach;0,24;0,071;2,079;4,07
U.S.ArmyEngineerWaterways1984;Beach;0,25;0,023;1,998;1,33
U.S.ArmyEngineerWaterways1984;Beach;0,25;0,026;1,998;1,51
U.S.ArmyEngineerWaterways1984;Beach;0,25;0,033;1,998;1,9
U.S.ArmyEngineerWaterways1984;Beach;0,25;0,024;1,984;1,36
U.S.ArmyEngineerWaterways1984;Beach;0,27;0,009;1,914;0,54
U.S.ArmyEngineerWaterways1984;Beach;0,26;0,019;1,928;1,08
U.S.ArmyEngineerWaterways1984;Beach;0,27;0,019;1,904;1,07
U.S.ArmyEngineerWaterways1984;Beach;0,27;0,023;1,863;1,32
U.S.ArmyEngineerWaterways1984;Beach;0,28;0,023;1,831;1,32
U.S.ArmyEngineerWaterways1984;Beach;0,29;0,029;1,799;1,67
U.S.ArmyEngineerWaterways1984;Beach;0,3;0,025;1,749;1,45
U.S.ArmyEngineerWaterways1984;Beach;0,3;0,039;1,743;2,23
U.S.ArmyEngineerWaterways1984;Beach;0,29;0,043;1,801;2,45
U.S.ArmyEngineerWaterways1984;Beach;0,26;0,041;1,92;2,35
U.S.ArmyEngineerWaterways1984;Beach;0,26;0,045;1,951;2,6
U.S.ArmyEngineerWaterways1984;Beach;0,27;0,053;1,892;3,03
U.S.ArmyEngineerWaterways1984;Beach;0,25;0,048;2,016;2,75
U.S.ArmyEngineerWaterways1984;Beach;0,26;0,06;1,961;3,42
U.S.ArmyEngineerWaterways1984;Beach;0,26;0,065;1,961;3,74
U.S.ArmyEngineerWaterways1984;Beach;0,25;0,087;1,992;4,98
U.S.ArmyEngineerWaterways1984;Beach;0,27;0,085;1,902;4,87
U.S.ArmyEngineerWaterways1984;Beach;0,27;0,096;1,884;5,47
U.S.ArmyEngineerWaterways1984;Beach;0,26;0,099;1,918;5,64
U.S.ArmyEngineerWaterways1984;Beach;0,26;0,108;1,949;6,17
U.S.ArmyEngineerWaterways1984;Beach;0,25;0,133;2,02;7,58
U.S.ArmyEngineerWaterways1984;Beach;0,29;0,104;1,803;5,92
U.S.ArmyEngineerWaterways1984;Beach;0,29;0,115;1,806;6,55
U.S.ArmyEngineerWaterways1984;Beach;0,29;0,086;1,803;4,93
U.S.ArmyEngineerWaterways1984;Beach;0,32;0,044;1,646;2,55
U.S.ArmyEngineerWaterways1984;Beach;0,33;0,05;1,62;2,86
U.S.ArmyEngineerWaterways1984;Beach;0,31;0,052;1,703;2,98
U.S.ArmyEngineerWaterways1984;Beach;0,3;0,074;1,718;4,22
U.S.ArmyEngineerWaterways1984;Beach;0,32;0,097;1,653;5,55
U.S.ArmyEngineerWaterways1984;Beach;0,31;0,12;1,699;6,86
U.S.ArmyEngineerWaterways1984;Beach;0,33;0,062;1,611;3,54
U.S.ArmyEngineerWaterways1984;Beach;0,35;0,046;1,526;2,61
U.S.ArmyEngineerWaterways1984;Beach;0,36;0,028;1,485;1,61
U.S.ArmyEngineerWaterways1984;Beach;0,37;0,026;1,435;1,5
U.S.ArmyEngineerWaterways1984;Beach;0,35;0,052;1,502;3
U.S.ArmyEngineerWaterways1984;Beach;0,33;0,082;1,608;4,7
U.S.ArmyEngineerWaterways1984;Beach;0,34;0,104;1,561;5,93
U.S.ArmyEngineerWaterways1984;Beach;0,34;0,139;1,555;7,93
U.S.ArmyEngineerWaterways1984;Beach;0,35;0,124;1,526;7,09
U.S.ArmyEngineerWaterways1984;Beach;0,36;0,099;1,488;5,65
U.S.ArmyEngineerWaterways1984;Beach;0,37;0,081;1,429;4,62
U.S.ArmyEngineerWaterways1984;Beach;0,38;0,079;1,405;4,51
U.S.ArmyEngineerWaterways1984;Beach;0,38;0,084;1,405;4,83
U.S.ArmyEngineerWaterways1984;Beach;0,37;0,124;1,445;7,08
U.S.ArmyEngineerWaterways1984;Beach;0,38;0,144;1,411;8,2
U.S.ArmyEngineerWaterways1984;Beach;0,38;0,181;1,405;10,27
U.S.ArmyEngineerWaterways1984;Beach;0,4;0,132;1,326;7,53
U.S.ArmyEngineerWaterways1984;Beach;0,4;0,114;1,325;6,51
U.S.ArmyEngineerWaterways1984;Beach;0,42;0,049;1,255;2,83
U.S.ArmyEngineerWaterways1984;Beach;0,43;0,052;1,208;3
U.S.ArmyEngineerWaterways1984;Beach;0,44;0,064;1,168;3,63
U.S.ArmyEngineerWaterways1984;Beach;0,46;0,08;1,122;4,55
U.S.ArmyEngineerWaterways1984;Beach;0,44;0,116;1,184;6,6
U.S.ArmyEngineerWaterways1984;Beach;0,47;0,1;1,09;5,71
U.S.ArmyEngineerWaterways1984;Beach;0,49;0,107;1,026;6,12
U.S.ArmyEngineerWaterways1984;Beach;0,41;0,161;1,297;9,16
U.S.ArmyEngineerWaterways1984;Beach;0,43;0,193;1,226;10,91
U.S.ArmyEngineerWaterways1984;Beach;0,48;0,156;1,061;8,85
U.S.ArmyEngineerWaterways1984;Beach;0,5;0,156;1;8,85
U.S.ArmyEngineerWaterways1984;Beach;0,54;0,18;0,891;10,18
U.S.ArmyEngineerWaterways1984;Beach;0,56;0,179;0,836;10,14
U.S.ArmyEngineerWaterways1984;Beach;0,56;0,14;0,837;7,99
U.S.ArmyEngineerWaterways1984;Beach;0,52;0,12;0,94;6,81
U.S.ArmyEngineerWaterways1984;Beach;0,53;0,089;0,914;5,09
U.S.ArmyEngineerWaterways1984;Beach;0,61;0,116;0,715;6,61
U.S.ArmyEngineerWaterways1984;Beach;0,62;0,144;0,688;8,21
U.S.ArmyEngineerWaterways1984;Beach;0,64;0,124;0,642;7,09
U.S.ArmyEngineerWaterways1984;Beach;0,65;0,126;0,619;7,19
U.S.ArmyEngineerWaterways1984;Beach;0,68;0,125;0,547;7,14
U.S.ArmyEngineerWaterways1984;Beach;0,68;0,142;0,547;8,08
U.S.ArmyEngineerWaterways1984;Beach;0,71;0,134;0,493;7,62
U.S.ArmyEngineerWaterways1984;Beach;0,71;0,164;0,499;9,33
U.S.ArmyEngineerWaterways1984;Beach;0,71;0,174;0,485;9,88
U.S.ArmyEngineerWaterways1984;Beach;0,73;0,15;0,446;8,52
U.S.ArmyEngineerWaterways1984;Beach;0,8;0,18;0,321;10,23
Komar1998;Beach;0,56;0,242;0,84;13,6
Komar1998;Beach;0,56;0,209;0,84;11,8
Komar1998;Beach;0,56;0,2;0,836;11,31
Komar1998;Beach;0,48;0,199;1,059;11,25
Komar1998;Beach;0,44;0,189;1,192;10,68
Komar1998;Beach;0,54;0,181;0,902;10,23
Komar1998;Beach;0,56;0,18;0,83;10,2
Komar1998;Beach;0,81;0,204;0,297;11,54
Komar1998;Beach;0,79;0,182;0,342;10,29
Komar1998;Beach;0,75;0,159;0,422;9,05
Komar1998;Beach;0,7;0,16;0,522;9,07
Komar1998;Beach;0,6;0,159;0,736;9,02
Komar1998;Beach;0,53;0,16;0,919;9,07
Komar1998;Beach;0,36;0,159;1,483;9,02
Komar1998;Beach;0,49;0,161;1,036;9,15
Komar1998;Beach;0,5;0,15;0,999;8,54
Komar1998;Beach;0,62;0,142;0,701;8,08
Komar1998;Beach;0,71;0,134;0,499;7,61
Komar1998;Beach;0,72;0,12;0,466;6,82
Komar1998;Beach;0,77;0,119;0,381;6,78
Komar1998;Beach;0,8;0,119;0,317;6,78
Komar1998;Beach;0,65;0,12;0,624;6,85
Komar1998;Beach;0,61;0,115;0,724;6,56
Komar1998;Beach;0,6;0,12;0,748;6,82
Komar1998;Beach;0,52;0,116;0,946;6,62
Komar1998;Beach;0,44;0,125;1,2;7,12
Komar1998;Beach;0,49;0,111;1,028;6,32
Komar1998;Beach;0,45;0,099;1,151;5,64
Komar1998;Beach;0,36;0,098;1,472;5,61
Komar1998;Beach;0,3;0,102;1,741;5,81
Komar1998;Beach;0,32;0,096;1,631;5,48
Komar1998;Beach;0,27;0,097;1,893;5,55
Komar1998;Beach;0,26;0,088;1,927;5,04
Komar1998;Beach;0,55;0,086;0,874;4,94
Komar1998;Beach;0,5;0,086;0,999;4,94
Komar1998;Beach;0,45;0,086;1,155;4,91
Komar1998;Beach;0,46;0,083;1,111;4,73
Komar1998;Beach;0,38;0,083;1,385;4,77
Komar1998;Beach;0,46;0,065;1,115;3,72
Komar1998;Beach;0,39;0,074;1,347;4,26
Komar1998;Beach;0,37;0,08;1,428;4,55
Komar1998;Beach;0,35;0,08;1,507;4,55
Komar1998;Beach;0,31;0,08;1,687;4,55
Komar1998;Beach;0,3;0,076;1,753;4,37
Komar1998;Beach;0,28;0,073;1,834;4,16
Komar1998;Beach;0,3;0,068;1,74;3,88
Komar1998;Beach;0,26;0,078;1,955;4,46
Komar1998;Beach;0,22;0,078;2,189;4,47
Komar1998;Beach;0,2;0,07;2,327;4,03
